Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400R","Prevalence of severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2014","2014","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2015","2015","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2016","2016","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2017","2017","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2018","2018","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2019","2019","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2020","2020","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2022","2022","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2023","2023","%","1.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2014","2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2015","2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2016","2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2017","2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2018","2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2019","2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2020","2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2021","2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400TSUB","Prevalence of severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","2.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2014","2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2015","2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2016","2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2017","2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2018","2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2019","2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2020","2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2021","2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400U","Prevalence of severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","2.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2014","2014","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2015","2015","%","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2016","2016","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2017","2017","%","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2018","2018","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2019","2019","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2020","2020","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","2.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","1.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2014","2014","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2015","2015","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2016","2016","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2017","2017","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2018","2018","%","1.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2019","2019","%","1.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2020","2020","%","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2022","2022","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2023","2023","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2014","2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2015","2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2016","2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2017","2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2018","2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2019","2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2020","2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2021","2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2022","2022","%","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090R","Prevalence of moderate or severe food insecurity in the rural adult population (percent) (annual value)","2023","2023","%","7.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","7.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","7.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2014","2014","%","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2015","2015","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2016","2016","%","7.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2017","2017","%","7.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2018","2018","%","7.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2019","2019","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2020","2020","%","7.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2022","2022","%","8.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2023","2023","%","8.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2014","2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2015","2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2016","2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2017","2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2018","2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2019","2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2020","2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2021","2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2022","2022","%","7.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090TSUB","Prevalence of moderate or severe food insecurity in the town and semi-dense area adult population (percent) (annual value)","2023","2023","%","8.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2014","2014","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2015","2015","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2016","2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2017","2017","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2018","2018","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2019","2019","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2020","2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2021","2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2022","2022","%","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090U","Prevalence of moderate or severe food insecurity in the urban adult population (percent) (annual value)","2023","2023","%","9.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","7.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2014","2014","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2015","2015","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2016","2016","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2017","2017","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2018","2018","%","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2019","2019","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2020","2020","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2022","2022","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2023","2023","%","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","8.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","7.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","8.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2014","2014","%","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2015","2015","%","8.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2016","2016","%","7.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2017","2017","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2018","2018","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","903","High-income economies","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2019","2019","%","6.4","E","Estimated value",""
